date,region,customer_segment,revenue,search_index,gdp_growth,inflation_rate,year,month,quarter,is_month_end,season,rev_lag_1,rev_lag_3,gdp_lag_1,infl_lag_1,rev_roll_3,rev_roll_6,trend_roll_6,revenue_norm,search_norm,revenue_winsorized
2019-03-01,East,Home Office,23266.26,61.43,4.35,5.4,2019,3,1,False,Spring,26412.2,NULL,4.35,5.4,23334.923333333336,NULL,61.43,0.4092546212574057,0.8336909871244637,23266.26
2019-03-01,North,Corporate,23577.31,61.43,4.35,5.4,2019,3,1,False,Spring,17964.88,NULL,4.35,5.4,20898.843333333334,NULL,61.43,0.42102246502372115,0.8336909871244637,23577.31
2019-03-01,North,Consumer,21939.04,61.43,4.35,5.4,2019,3,1,False,Spring,23352.98,NULL,4.35,5.4,22677.936666666665,NULL,61.43,0.3590423801272691,0.8336909871244637,21939.04
2019-03-01,East,Corporate,27930.7,61.43,4.35,5.4,2019,3,1,False,Spring,19217.32,NULL,4.35,5.4,23522.203333333335,NULL,61.43,0.585722716989127,0.8336909871244637,27930.7
2019-03-01,East,Consumer,21795.73,61.43,4.35,5.4,2019,3,1,False,Spring,20478.02,NULL,4.35,5.4,22573.926666666666,NULL,61.43,0.3536205839846854,0.8336909871244637,21795.73
2019-03-01,North,Home Office,20422.52,61.43,4.35,5.4,2019,3,1,False,Spring,18435.78,NULL,4.35,5.4,20659.173333333336,NULL,61.43,0.3016684195791497,0.8336909871244637,20422.52
2019-04-01,West,Home Office,25690.88,60.33,4.15,4.71,2019,4,2,False,Summer,20247.89,20335.68,4.35,5.4,21708.326666666664,NULL,61.24666666666667,0.5009844053843419,0.8041845493562232,25690.88
2019-04-01,West,Corporate,21896.48,60.33,4.15,4.71,2019,4,2,False,Summer,25356.36,20341.46,4.15,4.71,23389.913333333334,NULL,61.06333333333333,0.3574322228191373,0.8041845493562232,21896.48
2019-04-01,West,Consumer,21248.47,60.33,4.15,4.71,2019,4,2,False,Summer,20655.72,22856.4,4.15,4.71,21362.61,NULL,60.879999999999995,0.3329162914929519,0.8041845493562232,21248.47
2019-04-01,South,Home Office,23476.5,60.33,4.15,4.71,2019,4,2,False,Summer,22570.77,20914.66,4.15,4.71,23193.653333333332,NULL,60.69666666666666,0.4172085562306581,0.8041845493562232,23476.5
2019-04-01,South,Corporate,24894.24,60.33,4.15,4.71,2019,4,2,False,Summer,21798.4,20914.62,4.15,4.71,22302.880000000005,NULL,60.51333333333333,0.4708454082520563,0.8041845493562232,24894.24
2019-04-01,South,Consumer,23540.23,60.33,4.15,4.71,2019,4,2,False,Summer,24239.25,25307.57,4.15,4.71,23040.61333333333,NULL,60.33,0.4196196306020687,0.8041845493562232,23540.23
2019-04-01,North,Corporate,18148.9,60.33,4.15,4.71,2019,4,2,False,Summer,23577.31,21154.34,4.15,4.71,19897.030000000002,NULL,60.33,0.21565136462345177,0.8041845493562232,18148.9
2019-04-01,North,Consumer,23570.24,60.33,4.15,4.71,2019,4,2,False,Summer,21939.04,22741.79,4.15,4.71,22954.08666666667,NULL,60.33,0.42075498823404794,0.8041845493562232,23570.24
2019-04-01,East,Home Office,19351.77,60.33,4.15,4.71,2019,4,2,False,Summer,23266.26,20326.31,4.15,4.71,23010.07666666667,NULL,60.33,0.2611591165321086,0.8041845493562232,19351.77
2019-04-01,East,Corporate,22295.32,60.33,4.15,4.71,2019,4,2,False,Summer,27930.7,23418.59,4.15,4.71,23147.78,NULL,60.33,0.37252139435990955,0.8041845493562232,22295.32
2019-04-01,East,Consumer,22758.96,60.33,4.15,4.71,2019,4,2,False,Summer,21795.73,25448.03,4.15,4.71,21677.57,NULL,60.33,0.39006212120065675,0.8041845493562232,22758.96
2019-04-01,North,Home Office,19727.61,60.33,4.15,4.71,2019,4,2,False,Summer,20422.52,23119.22,4.15,4.71,19528.63666666667,NULL,60.33,0.2753781372719638,0.8041845493562232,19727.61
2019-05-01,South,Corporate,20407.69,58.29,3.89,5.28,2019,5,2,False,Summer,24894.24,20216.0,4.15,4.71,22366.77666666667,NULL,59.99,0.3011073614757757,0.7494635193133048,20407.69
2019-05-01,West,Home Office,24538.86,58.29,3.89,5.28,2019,5,2,False,Summer,25690.88,19186.21,3.89,5.28,23492.543333333335,NULL,59.650000000000006,0.4574004433985821,0.7494635193133048,24538.86
2019-05-01,West,Corporate,22928.16,58.29,3.89,5.28,2019,5,2,False,Summer,21896.48,22916.9,3.89,5.28,23393.666666666668,NULL,59.309999999999995,0.3964634044839249,0.7494635193133048,22928.16
2019-05-01,West,Consumer,21326.97,58.29,3.89,5.28,2019,5,2,False,Summer,21248.47,22183.64,3.89,5.28,21077.053333333333,NULL,58.97,0.3358861540091253,0.7494635193133048,21326.97
2019-05-01,South,Home Office,23629.19,58.29,3.89,5.28,2019,5,2,False,Summer,23476.5,23533.69,3.89,5.28,23225.486666666664,NULL,58.63,0.4229852225694418,0.7494635193133048,23629.19
2019-05-01,South,Consumer,21137.29,58.29,3.89,5.28,2019,5,2,False,Summer,23540.23,21342.36,3.89,5.28,22972.256666666668,NULL,58.29,0.3287100581866058,0.7494635193133048,21137.29
2019-05-01,East,Home Office,20001.96,58.29,3.89,5.28,2019,5,2,False,Summer,19351.77,26412.2,3.89,5.28,20873.329999999998,NULL,58.29,0.2857575230211636,0.7494635193133048,20001.96
2019-05-01,North,Corporate,17692.4,58.29,3.89,5.28,2019,5,2,False,Summer,18148.9,17964.88,3.89,5.28,19806.203333333335,NULL,58.29,0.19838076285742398,0.7494635193133048,17692.4
2019-05-01,East,Consumer,24677.5,58.29,3.89,5.28,2019,5,2,False,Summer,22758.96,20478.02,3.89,5.28,23077.396666666667,NULL,58.29,0.4626455610959361,0.7494635193133048,24677.5
2019-05-01,East,Corporate,24428.2,58.29,3.89,5.28,2019,5,2,False,Summer,22295.32,19217.32,3.89,5.28,24884.74,NULL,58.29,0.4532138830668655,0.7494635193133048,24428.2
2019-05-01,North,Home Office,22910.21,58.29,3.89,5.28,2019,5,2,False,Summer,19727.61,18435.78,3.89,5.28,21020.11333333333,NULL,58.29,0.3957843085327744,0.7494635193133048,22910.21
2019-05-01,North,Consumer,22959.05,58.29,3.89,5.28,2019,5,2,False,Summer,23570.24,23352.98,3.89,5.28,22822.77666666667,NULL,58.29,0.39763205484220004,0.7494635193133048,22959.05
2019-06-01,West,Home Office,24595.09,60.05,4.17,4.79,2019,6,2,False,Summer,24538.86,20247.89,3.89,5.28,24941.61,22432.434999999998,58.583333333333336,0.4595277729436067,0.7966738197424893,24595.09
2019-06-01,West,Corporate,21653.49,60.05,4.17,4.79,2019,6,2,False,Summer,22928.16,25356.36,4.17,4.79,22159.376666666667,22515.475000000002,58.876666666666665,0.3482392687706662,0.7966738197424893,21653.49
2019-06-01,West,Consumer,19137.2,60.05,4.17,4.79,2019,6,2,False,Summer,21326.97,20655.72,4.17,4.79,20570.88,21234.733333333334,59.169999999999995,0.2530413662124228,0.7966738197424893,19137.2
2019-06-01,South,Corporate,22781.31,60.05,4.17,4.79,2019,6,2,False,Summer,20407.69,21798.4,4.17,4.79,22694.41333333333,21835.376666666667,59.46333333333333,0.39090768078328714,0.7966738197424893,22781.31
2019-06-01,North,Home Office,17984.16,60.05,4.17,4.79,2019,6,2,False,Summer,22910.21,20422.52,4.17,4.79,20207.326666666664,20433.25,59.75666666666667,0.20941881493027445,0.7966738197424893,17984.16
2019-06-01,South,Home Office,24140.6,60.05,4.17,4.79,2019,6,2,False,Summer,23629.19,22570.77,4.17,4.79,23748.763333333332,23044.235,60.05,0.4423332147910503,0.7966738197424893,24140.6
2019-06-01,North,Consumer,19552.06,60.05,4.17,4.79,2019,6,2,False,Summer,22959.05,21939.04,4.17,4.79,22027.11666666667,22352.52666666667,60.05,0.26873661670235555,0.7966738197424893,19552.06
2019-06-01,East,Home Office,21654.09,60.05,4.17,4.79,2019,6,2,False,Summer,20001.96,23266.26,4.17,4.79,20335.94,21835.431666666667,60.05,0.348261968356777,0.7966738197424893,21654.09
2019-06-01,East,Corporate,23258.83,60.05,4.17,4.79,2019,6,2,False,Summer,24428.2,27930.7,4.17,4.79,23327.45,23424.826666666664,60.05,0.40897352471606613,0.7966738197424893,23258.83
2019-06-01,East,Consumer,20569.97,60.05,4.17,4.79,2019,6,2,False,Summer,24677.5,21795.73,4.17,4.79,22668.809999999998,22621.368333333332,60.05,0.3072468428658985,0.7966738197424893,20569.97
2019-06-01,North,Corporate,20285.85,60.05,4.17,4.79,2019,6,2,False,Summer,17692.4,23577.31,4.17,4.79,18709.050000000003,19803.946666666667,60.05,0.29649783218952636,0.7966738197424893,20285.85
2019-06-01,South,Consumer,17759.48,60.05,4.17,4.79,2019,6,2,False,Summer,21137.29,24239.25,4.17,4.79,20812.333333333332,22221.03,60.05,0.20091857658462028,0.7966738197424893,17759.48
2019-07-01,South,Consumer,21454.76,44.12,3.98,5.87,2019,7,3,False,Monsoon,17759.48,23540.23,4.17,4.79,20117.176666666666,21578.895,57.395,0.34072078752430746,0.3693669527896995,21454.76
2019-07-01,West,Home Office,18104.32,44.12,3.98,5.87,2019,7,3,False,Monsoon,24595.09,25690.88,3.98,5.87,22412.756666666664,22060.541666666668,54.74,0.21396478537541333,0.3693669527896995,18104.32
2019-07-01,West,Corporate,23094.74,44.12,3.98,5.87,2019,7,3,False,Monsoon,21653.49,21896.48,3.98,5.87,22558.796666666673,22974.355,52.085,0.40276556624117565,0.3693669527896995,23094.74
2019-07-01,West,Consumer,20292.78,44.12,3.98,5.87,2019,7,3,False,Monsoon,19137.2,21248.47,3.98,5.87,20252.316666666666,20807.463333333333,49.43,0.29676001240910704,0.3693669527896995,20292.78
2019-07-01,South,Home Office,18652.48,44.12,3.98,5.87,2019,7,3,False,Monsoon,24140.6,23476.5,3.98,5.87,22140.756666666664,22667.204999999998,46.775,0.2347031272463132,0.3693669527896995,18652.48
2019-07-01,South,Corporate,19617.62,44.12,3.98,5.87,2019,7,3,False,Monsoon,22781.31,24894.24,3.98,5.87,20935.539999999997,21619.210000000003,44.12,0.27121692481140425,0.3693669527896995,19617.62
2019-07-01,North,Home Office,12850.64,44.12,3.98,5.87,2019,7,3,False,Monsoon,17984.16,19727.61,3.98,5.87,17915.00333333333,18721.82,44.12,0.015204182777067336,0.3693669527896995,16168.0511
2019-07-01,North,Consumer,19310.43,44.12,3.98,5.87,2019,7,3,False,Monsoon,19552.06,23570.24,3.98,5.87,20607.18,21780.63333333333,44.12,0.25959511504906896,0.3693669527896995,19310.43
2019-07-01,East,Home Office,18850.82,44.12,3.98,5.87,2019,7,3,False,Monsoon,21654.09,19351.77,3.98,5.87,20168.956666666665,21589.516666666666,44.12,0.24220685376169976,0.3693669527896995,18850.82
2019-07-01,East,Corporate,14431.08,44.12,3.98,5.87,2019,7,3,False,Monsoon,23258.83,22295.32,3.98,5.87,20706.036666666667,21926.908333333336,44.12,0.07499640589886578,0.3693669527896995,16168.0511
2019-07-01,East,Consumer,19629.4,44.12,3.98,5.87,2019,7,3,False,Monsoon,20569.97,22758.96,3.98,5.87,21625.623333333333,21651.596666666668,44.12,0.27166259335204795,0.3693669527896995,19629.4
2019-07-01,North,Corporate,23311.61,44.12,3.98,5.87,2019,7,3,False,Monsoon,20285.85,18148.9,3.98,5.87,20429.953333333335,20163.49166666667,44.12,0.41097033164095315,0.3693669527896995,23311.61
2019-08-01,West,Home Office,14793.14,37.35,3.72,5.41,2019,8,3,False,Monsoon,18104.32,24538.86,3.98,5.87,19164.18333333333,21328.36333333333,42.99166666666667,0.08869409281104106,0.18776824034334766,16168.0511
2019-08-01,West,Corporate,17471.65,37.35,3.72,5.41,2019,8,3,False,Monsoon,23094.74,22928.16,3.72,5.41,20739.960000000003,22066.813333333335,41.86333333333334,0.19002920680079607,0.18776824034334766,17471.65
2019-08-01,West,Consumer,17632.77,37.35,3.72,5.41,2019,8,3,False,Monsoon,20292.78,21326.97,3.72,5.41,19020.916666666668,20048.985,40.735,0.19612480232443766,0.18776824034334766,17632.77
2019-08-01,South,Home Office,19735.09,37.35,3.72,5.41,2019,8,3,False,Monsoon,18652.48,23629.19,3.72,5.41,20842.72333333333,22034.105,39.60666666666667,0.2756611254454794,0.18776824034334766,19735.09
2019-08-01,South,Corporate,17127.52,37.35,3.72,5.41,2019,8,3,False,Monsoon,19617.62,20407.69,3.72,5.41,19842.149999999998,21104.463333333333,38.47833333333333,0.17700985918690085,0.18776824034334766,17127.52
2019-08-01,South,Consumer,19273.8,37.35,3.72,5.41,2019,8,3,False,Monsoon,21454.76,21137.29,3.72,5.41,19496.013333333332,21234.135,37.35,0.2582093053169997,0.18776824034334766,19273.8
2019-08-01,North,Home Office,20740.43,37.35,3.72,5.41,2019,8,3,False,Monsoon,12850.64,22910.21,3.72,5.41,17191.743333333332,19105.928333333333,37.35,0.3136957952799994,0.18776824034334766,20740.43
2019-08-01,North,Consumer,16430.69,37.35,3.72,5.41,2019,8,3,False,Monsoon,19310.43,22959.05,3.72,5.41,18431.06,20626.91833333333,37.35,0.15064693820416003,0.18776824034334766,16430.69
2019-08-01,East,Home Office,16696.79,37.35,3.72,5.41,2019,8,3,False,Monsoon,18850.82,20001.96,3.72,5.41,19067.233333333334,19970.281666666666,37.35,0.16071420464433536,0.18776824034334766,16696.79
2019-08-01,East,Corporate,20873.54,37.35,3.72,5.41,2019,8,3,False,Monsoon,14431.08,24428.2,3.72,5.41,19521.15,22202.944999999996,37.35,0.31873169845869814,0.18776824034334766,20873.54
2019-08-01,East,Consumer,18694.62,37.35,3.72,5.41,2019,8,3,False,Monsoon,19629.4,24677.5,3.72,5.41,19631.33,21354.36333333333,37.35,0.2362973948441673,0.18776824034334766,18694.62
2019-08-01,North,Corporate,17197.53,37.35,3.72,5.41,2019,8,3,False,Monsoon,23311.61,17692.4,3.72,5.41,20264.99666666667,20035.600000000002,37.35,0.1796585225596053,0.18776824034334766,17197.53
2019-09-01,South,Corporate,14661.57,33.1,4.07,4.8,2019,9,3,False,Monsoon,17127.52,22781.31,3.72,5.41,17135.57,19914.991666666665,36.641666666666666,0.08371645190336029,0.07376609442060086,16168.0511
2019-09-01,West,Home Office,18636.44,33.1,4.07,4.8,2019,9,3,False,Monsoon,14793.14,24595.09,4.07,4.8,17177.966666666664,21059.788333333334,35.93333333333334,0.23409629164428233,0.07376609442060086,18636.44
2019-09-01,West,Corporate,22915.46,33.1,4.07,4.8,2019,9,3,False,Monsoon,17471.65,21653.49,4.07,4.8,21160.616666666665,21659.99666666667,35.225,0.3959829299112446,0.07376609442060086,22915.46
2019-09-01,West,Consumer,19210.13,33.1,4.07,4.8,2019,9,3,False,Monsoon,17632.77,19137.2,4.07,4.8,19045.22666666667,19808.053333333333,34.516666666666666,0.25580050090420026,0.07376609442060086,19210.13
2019-09-01,South,Consumer,17613.53,33.1,4.07,4.8,2019,9,3,False,Monsoon,19273.8,17759.48,4.07,4.8,19447.36333333333,20129.84833333333,33.80833333333333,0.1953969022631487,0.07376609442060086,17613.53
2019-09-01,South,Home Office,17148.39,33.1,4.07,4.8,2019,9,3,False,Monsoon,19735.09,24140.6,4.07,4.8,18511.986666666668,21130.375,33.1,0.17779942645712427,0.07376609442060086,17148.39
2019-09-01,North,Corporate,18852.64,33.1,4.07,4.8,2019,9,3,False,Monsoon,17197.53,20285.85,4.07,4.8,19787.26,19248.155000000002,33.1,0.24227570917290275,0.07376609442060086,18852.64
2019-09-01,North,Consumer,18940.3,33.1,4.07,4.8,2019,9,3,False,Monsoon,16430.69,19552.06,4.07,4.8,18227.14,20127.128333333334,33.1,0.2455921187037023,0.07376609442060086,18940.3
2019-09-01,North,Home Office,18212.78,33.1,4.07,4.8,2019,9,3,False,Monsoon,20740.43,17984.16,4.07,4.8,17267.949999999997,18737.638333333332,33.1,0.21806811389139003,0.07376609442060086,18212.78
2019-09-01,East,Home Office,17796.79,33.1,4.07,4.8,2019,9,3,False,Monsoon,16696.79,21654.09,4.07,4.8,17781.46666666667,19058.703333333335,33.1,0.20233011251428187,0.07376609442060086,17796.79
2019-09-01,East,Corporate,16194.31,33.1,4.07,4.8,2019,9,3,False,Monsoon,20873.54,23258.83,4.07,4.8,17166.309999999998,20246.88,33.1,0.14170405792934374,0.07376609442060086,16194.31
2019-09-01,East,Consumer,17343.21,33.1,4.07,4.8,2019,9,3,False,Monsoon,18694.62,20569.97,4.07,4.8,18555.743333333332,20612.27666666667,33.1,0.18516998206732696,0.07376609442060086,17343.21
2019-10-01,West,Home Office,20631.76,37.69,3.53,4.51,2019,10,4,False,Autumn,18636.44,18104.32,4.07,4.8,18020.446666666667,20216.601666666666,33.865,0.3095845219088838,0.1968884120171673,20631.76
2019-10-01,West,Corporate,21608.98,37.69,3.53,4.51,2019,10,4,False,Autumn,22915.46,23094.74,3.53,4.51,20665.36333333333,21612.08,34.63,0.346555337807674,0.1968884120171673,21608.98
2019-10-01,West,Consumer,15830.23,37.69,3.53,4.51,2019,10,4,False,Autumn,19210.13,20292.78,3.53,4.51,17557.710000000003,18905.013333333336,35.395,0.12792994907726182,0.1968884120171673,16168.0511
2019-10-01,South,Home Office,24910.03,37.69,3.53,4.51,2019,10,4,False,Autumn,17148.39,18652.48,3.53,4.51,20597.836666666666,21369.296666666665,36.16,0.4714427856932075,0.1968884120171673,24910.03
2019-10-01,South,Corporate,18902.5,37.69,3.53,4.51,2019,10,4,False,Autumn,14661.57,19617.62,3.53,4.51,16897.196666666667,18916.368333333332,36.925,0.2441620447787169,0.1968884120171673,18902.5
2019-10-01,South,Consumer,18685.64,37.69,3.53,4.51,2019,10,4,False,Autumn,17613.53,21454.76,3.53,4.51,18524.323333333334,19320.75,37.69,0.2359576577053745,0.1968884120171673,18685.64
2019-10-01,North,Home Office,13955.0,37.69,3.53,4.51,2019,10,4,False,Autumn,18212.78,12850.64,3.53,4.51,17636.069999999996,17775.536666666667,37.69,0.05698504097275293,0.1968884120171673,16168.0511
2019-10-01,North,Corporate,18565.81,37.69,3.53,4.51,2019,10,4,False,Autumn,18852.64,23311.61,3.53,4.51,18205.326666666664,19317.64,37.69,0.23142417203259666,0.1968884120171673,18565.81
2019-10-01,North,Consumer,19395.8,37.69,3.53,4.51,2019,10,4,False,Autumn,18940.3,19310.43,3.53,4.51,18255.596666666665,19431.388333333332,37.69,0.26282488782621194,0.1968884120171673,19395.8
2019-10-01,East,Home Office,18665.14,37.69,3.53,4.51,2019,10,4,False,Autumn,17796.79,18850.82,3.53,4.51,17719.573333333334,18944.265000000003,37.69,0.23518208851325276,0.1968884120171673,18665.14
2019-10-01,East,Corporate,19505.79,37.69,3.53,4.51,2019,10,4,False,Autumn,16194.31,14431.08,3.53,4.51,18857.88,19781.958333333332,37.69,0.2669861002867715,0.1968884120171673,19505.79
2019-10-01,East,Consumer,18271.02,37.69,3.53,4.51,2019,10,4,False,Autumn,17343.21,19629.4,3.53,4.51,18102.95,19864.286666666667,37.69,0.22027148704988617,0.1968884120171673,18271.02
2019-11-01,West,Home Office,20171.41,44.83,3.54,4.56,2019,11,4,False,Autumn,20631.76,14793.14,3.53,4.51,19813.203333333335,19488.693333333333,38.879999999999995,0.29216826446531124,0.38841201716738194,20171.41
2019-11-01,West,Corporate,16123.34,44.83,3.54,4.56,2019,11,4,False,Autumn,21608.98,17471.65,3.54,4.56,20215.926666666666,20477.943333333333,40.07,0.13901907521886187,0.38841201716738194,16168.0511
2019-11-01,West,Consumer,18741.31,44.83,3.54,4.56,2019,11,4,False,Autumn,15830.23,17632.77,3.54,4.56,17927.22333333333,18474.070000000003,41.26,0.23806380097002905,0.38841201716738194,18741.31
2019-11-01,South,Home Office,25476.14,44.83,3.54,4.56,2019,11,4,False,Autumn,24910.03,19735.09,3.54,4.56,22511.52,21677.121666666666,42.449999999999996,0.49286022351525793,0.38841201716738194,25476.14
2019-11-01,South,Corporate,21467.14,44.83,3.54,4.56,2019,11,4,False,Autumn,18902.5,17127.52,3.54,4.56,18343.736666666664,19092.943333333333,43.63999999999999,0.34118915565106195,0.38841201716738194,21467.14
2019-11-01,South,Consumer,16495.37,44.83,3.54,4.56,2019,11,4,False,Autumn,18685.64,19273.8,3.54,4.56,17598.179999999997,18547.096666666668,44.83,0.1530939535869129,0.38841201716738194,16495.37
2019-11-01,North,Home Office,23506.99,44.83,3.54,4.56,2019,11,4,False,Autumn,13955.0,20740.43,3.54,4.56,18558.256666666668,17875.0,44.83,0.41836207353152605,0.38841201716738194,23506.99
2019-11-01,North,Corporate,17726.53,44.83,3.54,4.56,2019,11,4,False,Autumn,18565.81,17197.53,3.54,4.56,18381.66,19323.328333333335,44.83,0.19967199098069777,0.38841201716738194,17726.53
2019-11-01,North,Consumer,21977.58,44.83,3.54,4.56,2019,11,4,False,Autumn,19395.8,16430.69,3.54,4.56,20104.559999999998,19267.81,44.83,0.36050045020845795,0.38841201716738194,21977.58
2019-11-01,East,Home Office,20249.13,44.83,3.54,4.56,2019,11,4,False,Autumn,18665.14,16696.79,3.54,4.56,18903.68666666667,18985.460000000003,44.83,0.29510861751954065,0.38841201716738194,20249.13
2019-11-01,East,Corporate,18584.26,44.83,3.54,4.56,2019,11,4,False,Autumn,19505.79,20873.54,3.54,4.56,18094.786666666667,18807.968333333334,44.83,0.23212218430550613,0.38841201716738194,18584.26
2019-11-01,East,Consumer,17523.66,44.83,3.54,4.56,2019,11,4,False,Autumn,18271.02,18694.62,3.54,4.56,17712.63,18671.98,44.83,0.1919968825901741,0.38841201716738194,17523.66
2019-12-01,West,Home Office,22111.58,58.97,3.86,5.13,2019,12,4,False,Winter,20171.41,18636.44,3.54,4.56,20971.583333333332,19074.774999999998,47.18666666666667,0.3655700244398878,0.7677038626609443,22111.58
